text	label
"Murdoch's Fox News claim ""there's no global warming"" yet they still lust over their new solar installation.http://bit.ly/coOZXQ"	Y
Ca now wants to reg. Cow farts. Can we reg. Vegan farts all in the name of global warming? An organic diet is a gassy diet.	Y
@joshtyler pot causes global warming? who ever said that must be high	N
RT @tommytrc Invasive Species and Climate Change   http://bit.ly/4oeoGA @InvasiveNotes	Y
"http://bit.ly/9depEb - ""Well so much for this whole 'global warming' thing.""  Idiots. Great article. DeMint, you're a tool."	N
What was that about global warming? It's still snowing!	N
Damn supposedly global warming is intensifying this winter weather....Chicago having earthquakes somethings going on...	Y
MADE UP NUMBERS, FALSE DATA, EAST COAST BURIED IN SNOW, REASON TO KEEP PUSHING GLOBAL WARMING IS ONLY TO HAVE CONTROL OF OUR MONEY	N
MSNBC Reporter Insists Record Snow Out East Is Due to Global Warming and Easter eggs come from the Easter Bunny.	N
All this snow. More global warming evidence?	N
A picture of a rebellious member of the global warming religion :) http://tweetphoto.com/10986449	N
"RT @BorowitzReport: FUN GAME: Next time someone says ""So much for global warming,"" push them into a snowdrift and run away."	Y
"FUN GAME: Next time someone says ""So much for global warming,"" push them into a snowdrift and run away."	Y
Pro-tip - If you think snow or cold or rain negates global warming, don't post it, you only show how little you know about the topic.	Y
D.C. Snowstorm: How Global Warming Makes Blizzards Worse: http://digg.com/d31IMto?t NYC is feeling the same pain.	Y
So cold weather actually CONFIRMS global warming? http://bit.ly/aQQKf3	Y
http://www.marchreport.com/20100210.html#2010-02-10-A006 15 Months Ago, RFK Jr., Said Global Warming Would Mean No More Snow In D.C.	N
If high temperatures are proof of global warming and low temperatures are proof of global warming, then what is NOT proof of global warming?	N
Amy Goodmand and Dem Now is heading to Bolivia for the  World People's Conference on Climate Change. Tune in Next Week.  #WPCCC #Cochabamba	Y
RE: *It isn't that the blizzard proves global warming is false, but it certainly is an argument against.*  Actually, i' http://disq.us/blf2a	Y
We got about 14 inches of snow thus far in Panther Valley (30 min from Poconos)..much more to come yet..as for global warming ---> Hum Bug !	N
Climate change is something that is not man made, and is a natural change in the globe, things change , just the way it is, has always been	N
"Liked ""MSNBC's Contessa Brewer Claims Heavy Snowfall Proves Global Warming"" http://ff.im/-fJg1w"	Y
so its almost march and its snowin like this...global warming	N
How's that man-made global warming working out for ya?	N
RT @sciam: Romanticism undone: Invasive species, global warming taking toll on plants at Thoreau's Walden Pond http://bit.ly/c9zR1Y	Y
Romanticism undone: Invasive species, global warming taking toll on plants at Thoreau's Walden Pond http://bit.ly/c9zR1Y	Y
How to Reform the Intergovernmental Panel on Climate Change http://bit.ly/ctvuIh	Y
Snowstorm: East Coast Blizzard Tied to Climate Change http://bit.ly/aMGM77	Y
Top Science Journal Calls for Climate Science Reform|A steady drip of errors in the top report on global warming .. http://oohja.com/x6L4Q	N
RT @humanadverb: Why does a blizzard in DC kill climate change legislation, but near-catastrophic drought in Atlanta doesn't get it passed?	Y
RT @Milieunet: D.C. Snowstorm: How Global Warming Makes Blizzards Worse - Yahoo! News http://goo.gl/z8ka	Y
Video: MS-NBC's Brewer claims heavy snowfall proves global warming: Give credit to MS-NBC's meteorologist, who doe... http://bit.ly/bT3uWd	Y
@newsbusters That's not what I said.  I said that snowstorms don't refute global warming.	Y
"I wish it wouldve been called ""global climate change"" from the start! RT @MotherJones Snowpocalypse: Take That Al Gore! http://bit.ly/9LOMhn"	Y
"OH: ""If we're going to solve this global warming dilemma, i think we need to chop down more trees..."" -- @hokiebill"	N
to all and especially newt gingrich: just because it's snowing doesn't mean climate change is false. http://bit.ly/9Bh8h1	Y
"claiming that snow disproves global warming is like #$%^ing your GF w/ a 12"" strap-on & claiming you have a big dick #GOPfail #p2"	Y
"@GSorensen ""Scientists have been warning for decades that global warming would increase the severity of winter storms."""	Y
"Vry Inrstg RT @Atlantic_Wire: DC: ""OK already, we believe in Climate Change!"" http://bit.ly/bxOguT Snow conts. 2 pile up. What's the reason?"	Y
"CBS News: Conservatives Use ""Snowmageddon"" to Mock Global Warming http://tinyurl.com/yks75n5"	N
@bradplumer tell us What The #Snowpocalypse Tells Us About Global Warming http://bit.ly/cYwHLy  #climate	Y
"@Michelinah42 ""To a great extent, (climate chg) is what we thk of as 'weather.' Indeed, weather patterns are predicted to change in..."	Y
Invasive Plants Are Beneficiaries of Climate Change in Thoreau's Woods http://tr.im/NE2G #green #eco #habitat	Y
Global Warming Monitoring Needs to Find 'Missing Heat', say Scientists http://bit.ly/9y1gp4	Y
@Michelinah42 Assuming that site is legit, it explains connection b/t what we call global warming & climate change....	Y
Global Warming & Our Winter Storms http://www.paltalknewsnetwork.com/node/2210 #globalwarming #weather	Y
"I lovce hearing ""weather isnt climate"" from the same idiots that blamed Katrina on ""climate change""."	N
RT @change The Geological Society of America rejects global warming theory & member speaks out http://bit.ly/cGFw4o (via @rebeccawalker)	N
European Forests and Carbon Sequestration Services: An Economic Assessment of Climate Change Impacts - http://bit.ly/b8ifs9	Y
"Im up. Still snowing out there. Dear Al Gore, bite me. Oh wait, your claimign this is now caused by ""climate change"" right. Ass."	N
Global Warming lol! Al Gore you need 2 step up your theory brother. This season produced the most snow I seen in life. Evrywk it is snowin	N
D.C. Snowstorm: How Global Warming Makes Blizzards Worse: There's scarcely any powder in Vancouver, while Baltimor... http://bit.ly/aLa47B	Y
@mimidancer just because it also gets colder doesn't mean it's not global warming first off.  Secondly, I approve of #hoth.	Y
"@BCBG25  It's the denial about alternative energy. It's the pretending about ""clean coal."" The unwillingness to listen re: climate change."	Y
What The Snowpocalypse Tells Us About Global Warming http://bit.ly/ay7pCH	Y
What The Snowpocalypse Tells Us About Global Warming http://bit.ly/ay7pCH	Y
"""""Ok,"" said the teacher, ""I meant to say that the majority of scientists agree.""Is there man-made global warming? I... http://ff.im/-fIJ7t"	Y
Good question! RT @Time_Inc: TIME: Another Blizzard: Where's Global Warming? http://bit.ly/cBLW6t	N
What The Snowpocalypse Tells Us About Global Warming http://url4.eu/1Mkd0	Y
LOL!!!RT @PoliJAM: #FoxNews' Major Garrett Gets Pummeled By Global Warming While Reporting from Outside the White House http://bit.ly/bbENrp	N
Funny how lefties still arguing global warming proven by warm weather, cold weather, severe storms, & lack of severe storms. #rsrh	N
"Our leaders r morons. Dem Senator: ""DC blizzards make it more difficult to argue global warming is an imminent danger"" http://bit.ly/d0evbz"	N
"@Libslady Hon, it's called ""Climate Change."" Cold gets colder, warm gets warmer, weather gets weirder. No need to dis VP Gore's book at all."	Y
AL GORE NAILED THIS GLOBAL WARMING THING,  ANYONE FOR THREE CARD MONTY?	Y
RT @abc: Flakes: Global Warming Deniers Use Massive Snowstorm as Ammo:  http://bit.ly/dvtsYU	Y
RT @nicknotned: How cranky bloggers are puncturing the consensus on climate change. by Matt Ridley  http://j.mp/cIQbOE	N
Flakes: Global Warming Deniers Use Massive Snowstorm as Ammo:  http://bit.ly/dvtsYU	Y
@GottaLaff re global warming: Virginia GOP is the ass here, not TIME headline writers (as you suggest!)	N
Snow doesn't mean global warming is fraud, Sean! (IrishCentral) Fox News | Hannity | Climate | Conservative | Weather http://bit.ly/bjxtzq	Y
Nice article about Global Warming from @TIME but I'm still skeptical - http://www.time.com/time/health/article/0,8599,1962294,00.html	N
"RT @ddimick: UN: ""Accelerated migration and climate change a 'recipe for social disaster'"" (via @alertnetclimate) http://post.ly/N9td"	Y
"RT @OpenCongress: ""Record snow hs buried D.C. ' and buried chances of passing global warming legislation this year."" http://bit.ly/adxgbq"	N
"Palin dismisses global climate change as ""'bunch of snake oil science,"" but then again she probably believes Jesus rode a dinosaur."	Y
Snow doesn't mean global warming's a fraud, Sean:  http://bit.ly/bjxtzq | celebrity news	Y
Editorial: Senate Offers Hope for Climate Change Legislation http://bit.ly/9NPwxb	Y
RT @PlanetGreen: RT @BoingBoing: Understanding climate change: There's an ap for that http://bit.ly/aQHXLK	Y
Hey #tcot, your frozen margarita may become endangered. RT @tlw3 FOX and NASA report on Global Climate Change http://bit.ly/cg4F59 #p2	N
Snow Storm Fuels Conservatives' Global Warming Mockery|Even Some Democrats Concede Massive Snowfall in Washington .. http://oohja.com/x6KHv	N
"Look, It's Snowing! So Much for ""Global Warming,"" Eh, Jim DeMint?: If you live anywhere between DC and Bo... http://bit.ly/95JuCE #politics"	N
RT @thejoshuablog: RT @AmericaBlog: Right-wingers already claiming that the blizzard proves climate change doesn't exist http://bit.ly/ba8u1x #p2	Y
Dear #TCOT: RT @NewsOnGreen D.C. Snowstorm: How Global Warming Makes Blizzards Worse (Time.com) http://tinyurl.com/ykzh7dd #p2	Y
@DylanRatigan on radio talking global warming vs. big snowdrifts in NYC - must listen  http://bit.ly/joeradio	Y
Snow Storm Fuels Conservatives' Global Warming Mockery http://bit.ly/bqh9ML	N
Where's that Global Warming???	N
Snow and ice cancel global-warming hearing: http://bit.ly/dmyEJ0 via @addthis	N
Understanding climate change: There's an ap for that http://bit.ly/9Qj27X	Y
RT @Tymlee: Climate change causes wolverine decline across Canada http://bit.ly/aacOb1	Y
RT @AmericaBlog: Right-wingers already claiming that the blizzard proves climate change doesn't exist http://bit.ly/ba8u1x #p2	Y
Holy cow! Near blizzard conditions here in NYC. Expecting 10 plus inches of global warming today. Looks nasty out there. #tcot	N
Ironic tidbit of the day...Senate global warming hearing canceled due to the blizzard. http://bit.ly/9nzHsE	N
RT @disturbedwater: DC snowstorm: how global warming makes blizzards worse (via @TIME) http://bit.ly/aMGM77	Y
D.C. Snowstorm: How Global Warming Makes Blizzards Worse http://bit.ly/aMGM77	Y
"4"" of global warming & counting."	N
Snow doesn't disprove climate change http://mobile.salon.com/politics/war_room/2010/02/10/snow_global_warming/index.html #tcot #p2 #agw	Y
Has anyone seen--------------> AL GORE<-------------- Poster Nit Wit for Global Warming.	N
"After just 2"" overnight, snow finally coming down hard just north of NYC.  GOP: No global warming.  Except: No snow for Winter Olympics."	N
RT @EricBoehlert: Why won't Drudge acknowledge the snow-less 'Global Warming Games' about to kick off in Vancouver? http://tinyurl.com/yzq4olr	Y
LOL! RT @ConserValidity Time Magazine: How Global Warming makes Blizzards worse http://bit.ly/cLl6li #tcot #teaparty	Y
RT @mocajavawv: A lot of global warming coming down here on NYC. #tcot	Y
A lot of global warming coming down here on NYC. #tcot	Y
IOC: Global Warming Could Affect Winter Olympics|The International Olympic Committee is beginning to worry about .. http://oohja.com/x6KpQ	Y
Roses are red, violets are blue, global warming causes BVOCs, so take some time and save the trees http://ow.ly/15RKl	Y
How Global Warming makes Blizzards worse http://bit.ly/cLl6li #Anyone with a scintilla of respect for Leftist 'Time' Magazine,you should not	Y
RT @wood83: Global warming alarmists meet record snowfall, record snowfall meet global warming alarmists	N
Another Snowstorm: What Happened to Global Warming? Round 2: Blizzards hit Mid-Atlantic to New York ... Who Would Replace Governor Pat...	Y
Can #cochabamba participants lead on #climate change? + Kerry, Graham, & Lieberman drag feet on climate bill http://bit.ly/cqGbTE	Y
"D.C. Snowstorm: How Global Warming Makes Blizzards Worse - TIME ""Another Snowstorm: What Happened to Global Warming? "" http://bit.ly/9B1K3G"	Y
Al Gore should be arrested for Global Warming Scam, how much did AL take in$$$$$$$$$$ forget the snow ball, hit him with a shovel	N
@acereporter it has been mild, looks like our luck ran out, global warming wins. Finally caught a real snowstorm; whole 3 inches thus far...	N
"Enough with the ""Where's your global warming now with all of this snow, cold?"".  As a joke, getting old.  As serious comment, idiotic."	Y
D.C. Snowstorm: How Global Warming Makes Blizzards Worse (TIME) http://bit.ly/93juyJ #news	Y
RT: @IvankaTrump Ironic tidbit of the day...Senate global warming hearing canceled due to the blizzard. http://bit.ly/9nzHsE	Y
With climate change, those who know most are most frightened. With nuclear power, those who know most are least frightened. -various	Y
Climate Group Admits Mistakes: Officials of the Intergovernmental Panel on Climate Change, a United Nations-sponso... http://bit.ly/9zynKV	N
DailyTech - NOAA Releases Wealth of Climate Change Data to Public: Website should be welcome news to global warmin... http://bit.ly/9Mm0J2	Y
RT Invasive Species and Climate Change   http://bit.ly/4oeoGA @InvasiveNotes	Y
Snowmageddon and Global Warming|With the occurrence of particularly strong snow storms that have hit the east .. http://oohja.com/x6K8g	N
Waste of Time Stimulus money/Global Warming turbines frozen in Minnesota wind http://bit.ly/alsN33 #Where is AL Gore!	N
Despite ClimateGate, US creates NOAA Climate Service and Pentagon says Global Warming is Security Threat #energy  http://jm.ly/WkWx9I	N
D.C. Snowstorm: How Global Warming Makes Blizzards Worse|There's scarcely any powder in Vancouver, while .. http://oohja.com/x6K1K	Y
Plz #Digg & RT: Sean Hannity: Snow Storms Contradict Climate Change http://bit.ly/96XkOi ( #p2 #dnj #du1)	N
Free Reading !!! Ahead of my time vis a vis global warming: I am available for psychic reading... http://bit.ly/9uC2jm mypsychicsonline.inf	N
@KevinMHughes he's busy with dc getting closed down. while fleabrain-in-chief announces global warming agency w 230k workers off for snow.	N
D.C. Snowstorm: How Global Warming Makes Blizzards Worse: There's scarcely any powder in Vancouver, while Baltimor... http://bit.ly/d9iYjy	Y
Lords fear public is losing confidence in climate change science|Leading scientists in House of Lords have warned .. http://oohja.com/x6JTv	Y
How do we solve this global warming thing? http://bit.ly/br4xLV	Y
Hannity: Snow Storms 'Seem To Contradict Al Gore's Hysterical Global Warming Theories' http://bit.ly/alQZCV	N
Oh no, snow! Time to overreact and make incomprehensible global warming jokes!	N
Jones Shreds Capitol Hill to Fight Climate Change - Big-time events like the Winter X-Games and the Winter Olympics... http://ow.ly/16xDae	Y
Maybe the second DC snowstorm in a week is the universe sending climate change naysayrers in the gov't a yes vote?	N
Story of the vaporization of the great gobal warming scandal #global warming http://is.gd/7TByc	N
RT @wsmco: if you're one of the 10s of thousands without power from the blizzard and you voted for this global warming dipshit, i'm glad you're f-d.	N
Climate-change legislation buried under record snowfall|Record snowfall has buried Washington ? and along with .. http://oohja.com/x6IMs	N
"Liked ""New Climategate Shocker: Even the CRU Thought the Climate Change Hockey Stick Was Flawed: The term ""hockey..."" http://ff.im/-fGwfE"	N
From DailyKos: Climate Change Skeptics Discredited - New information suggests that a report criticizing data for cl... http://ow.ly/16xz87	N
ha! RT @CrabbyCon: Global Warming mockery video that includes recent photos of the Great Blizzard of 2010 http://bit.ly/942I4T #tcot	N
green and global warming belief set is perhaps the epitome of mankinds egotism - that we could be such a massive universal force	N
Climate Change Skeptics Discredited http://idek.net/12D4 from @DailyKos	Y
RT @DailyKos: Climate Change Skeptics Discredited http://bit.ly/cT3L00 ( #p2 #du1)	Y
about that whole climate change thing...http://bit.ly/cUg6WF	N
RT @ThinkProgress: Hannity: Snow Storms 'Seem To Contradict Al Gore's Hysterical Global Warming Theories' http://bit.ly/alQZCV #p2 #du1 #dnj	N
Grrrr...Global Warming My BUTT! 2nd MAJOR snowstorm within days!	N
if you're one of the 10s of thousands without power from the blizzard and you voted for this global warming dipshit, i'm glad you're f-d.	N
Story of the collapse of the great climate scam #global warming http://bit.ly/drrEIN	N
Just posted European Forests and Carbon Sequestration Services: An Economic Assessment of Climate Change Impacts http://bit.ly/awFKHw #b2p	Y
Palin likens global warming studies to 'snake oil'|Former Alaska Gov. Sarah Palin called studies supporting .. http://oohja.com/x6I1E	N
"Hey @algore we're gonna be shoveling a lot of your ""global warming"" tommorow"	N
Peoples World: Is global warming a conspiracy concocted to destroy private property and freedom? According to a po... http://bit.ly/d3mevg	N
QUICK, AL GORE, SAY SOMETHING , OBAMA NEEDS A DISTRACTION, TELL US AGAIN THE WORLD IS GOING TO END CAUSE OF GLOBAL WARMING.	N
on the subject of the epic scam that is global warming obumers global warming council got snowed out LOL	N
@NiteOwl223 give Egore's climate groupies time2 come up with some hair brained excuse linking man made global warming with all the snow	N
RT @EricBoehlert: So are freak storms RT @owillis RT @tlw3 Snow is consistent w/ global warming, say scientists - Telegraph http://bit.ly/bDdtsB	Y
On World Wetland Day 2-2-10: BioScience study said climate change is desiccating US prairies and critical wetlands.   http://bit.ly/9V3Ekm	Y
The global warming effects on Antarctica are varied, and these effects can have a big impact on the entire world http://tinyurl.com/yj4ptnt	Y
RT @MMFA: Brain Freeze: Conservative media still using winter weather to attack  global warming http://bit.ly/9F4stp ( #p2 )	Y
SEC wants climate risks disclosed | Analysis & Opinion | Reuters: The SEC now sees climate change as a risk too im... http://bit.ly/bl6VEp	Y
Climate Change Roundup: From Copenhagen Accord to NOAA Climate Service http://bit.ly/d2Us1B	Y
U.S. Proposes New Climate Change Service http://bit.ly/cvO6pF #green #energy	Y
Denial of global warming threat to the American pika means no protection from U.S. http://bit.ly/cLB8VF	Y
http://bit.ly/10NrOO Solar energy can be used to combat climate change: Experts ... http://bit.ly/9SaIdy	Y
Looking for a way to beat his own record and quadruple the deficit next year, Obama sets up new agency for global warming propaganda	N
"Or how about ""going to keep snowing in DC until @JimDeMint admits global climate change is real?"" @IMGoph @DC_Updates?"	Y
Global Warming Monitoring Needs to Find 'Missing Heat', say Scientists|by David Adam Experts need to beef up ways .. http://oohja.com/xaXYM	Y
Krugman makes the case for cap and trade. -- Climate Change - Building a Green Economy - NYTimes.com http://nyti.ms/axtEYy	Y
RT @Tymlee: Climate change causes wolverine decline across Canada http://bit.ly/aacOb1	Y
MIT Sloan Feed: How Would Climate Change Influence Society in the 21st Century?: Rajendra Pachauri describes the k... http://bit.ly/a8DS5S	Y
Study assesses effects of earlier springs http://tr.im/NuV9 KB: More than 25,000 reasons to stop global warming. #eco #green	Y
Thank you James Sniffen from UNEP for a great session on Climate Change and the UN.	Y
Agreed! RT @Blano RT @robpas OK -- Still pushing Health Care -- Amazing $$  Not as amazing as new global warming office BS.	N
Plz #Digg & RT: GOP senator's family builds igloo to mock global warming http://bit.ly/aSAKLr ( #p2 #du1 #pgn )	N
I likes it raw GOP senator's family builds igloo to mock global warming http://bit.ly/dpUbEX	N
Chavez Blames Venezuela's Inability To Meet Basic Human Needs On El Nino And Global Warming by @vincefernando http://bit.ly/dfWkxM	Y
Chavez Blames Venezuela's Inability To Meet Basic Human Needs On El Nino And Global Warming by @vincefernando http://bit.ly/cyuveh	Y
Loss of faith in climate change science|Surveys show increase in number of people who believe claims are .. http://oohja.com/x6Hkb	N
What's a Cheap, Easy Way to Curb Climate Change? Seal the Leaks!: ThomasNet Industrial News Room (press release) U... http://bit.ly/cyHxlD	Y
"""Queens College geologist journeys to Antarctica to study global warming"" http://tinyurl.com/ygebryj"	Y
"@adrian_bacon You should tweet ""climate change is a massive fraud and lie"" stuff.  It's funnier, and actually truthful.  #tcot"	N
What's that smell? Oh, it's #climate change http://bit.ly/azMqYJ	Y
Climate Change: Global hoax? http://bte.tc/ayxx #RTW	N
Rachel Harris- @WEDO_worldwide- Gender & Climate Change & Renata Sivacolundhu- UNDPI @UNinfo - the UN & Human Rights with AU.	Y
it's called global warming.. but it should be called climate flux!  12 inches of snow in NYC!! over 2ft in DC! yay!.. coat the cities white!	Y
NYT: U.N. #Climate Panel & Chief Face Credibility Siege http://bit.ly/info/b4D02Y All about #global warming http://bit.ly/anyaIX	N
Excellent British film about climate change, The Age of Stupid, is on TV in America Saturday, 4/17, 10pm on Discovery channel Planet Green.	Y
@robpas 230k gov't workers get day off yesterday due to blizzard on same day peabrain-in-chief announces global warming agency.	N
FYI Global Warming, er, Global Cooling -- whatever, is effecting economic indicators - the delivery of them out of Washington that is  $$	N
New federal climate change agency forming http://bit.ly/cB3YrH #environment #eco	Y
Global Warming Makes Trees Grow Faster http://bit.ly/aT4B32	Y
Global Warming Makes Trees Grow Faster http://bit.ly/aT4B32	Y
@freedom4USA Well, Thank God for Global Warming or Washington would get more snow.	Y
at the recent climate change summit. So meeting with the Dalai Lama,	N
30 inches of snow in Washington.  Al Gore blames it on Global Warming.	Y
New York: Queens College geologist journeys to Antarctica to study global warming http://bit.ly/cIm1Rq	Y
"RT @kharul_karyu: ""The most inconvienient truth of all: climate change & indigenous ppl"" http://su.pr/1IcaSV"	Y
James Sniffen from UNEP is speaking to American University students about Climate Change and the United Nations.	Y
How do we solve this global warming thing? http://bit.ly/br4xLV	Y
Solar energy can be used to combat climate change: Experts|NOIDA (Uttar Pradesh), Feb.9 : Solar energy can be .. http://oohja.com/x6GJQ	Y
RT @asymmetricinfo: Okay, Democrats:  you promised me global warming.  If I don't get it soon, I'm voting GOP in November.	N
I'm bout to start random fires all over the place to speed up this global warming shit...my carbon footprint gon be bananas!!!	N
WINTER WEATHER: Scientists say storm doesn't refute global warming|Global warming may be the last thing on the .. http://oohja.com/x6GAn	Y
Obamateurism of the Day: Maybe Barack Obama hasn't read the memo yet, but anthropogenic global warming has come un... http://bit.ly/cDoUf1	N
A new federal agency to study global warming?? Just stop already!	N
Wtf ever happend to global warming? I could use a lil bit of that right now.	N
Palin likens global warming studies to 'snake oil': Palin said California's heavy regulatory environment makes it ... http://bit.ly/ctOFQo	N
Administration proposes new agency to study and report on global warming|WASHINGTON - The Obama administration on .. http://oohja.com/x6G2p	Y
Palin Likens Global Warming Studies To 'Snake Oil' At Redding Appearance|REDDING, Calif. -- Former Alaska Gov. .. http://oohja.com/x6FNC	N
"@vaerna ""climate change"" is more accurate"	Y
Obama spending our Tax money 4 New Federal Climate Change Agency   http://is.gd/7YeW8 #the disingenuous Leftists Hoaxster think we're stupid	N
New federal office for global warming ' http://americanperspective.org/New-federal-office-for-Global-Warming.html	Y
Palin: Global Warming Studies 'Snake Oil'|Former Alaska Gov. Sarah Palin called studies supporting global climate .. http://oohja.com/x6Fj7	N
NOAA Tackles Climate Change: Responding to public demand for climate change information, National Oceanic and Atmo... http://bit.ly/aIRiEU	Y
NOAA Tackles Climate Change - eWeek: CBS NewsNOAA Tackles Climate ChangeeWeekResponding to public demand for clima... http://bit.ly/cDk39l	Y
"RT @OpenSociety: OSI ""leads the way"" in addressing poverty, open society, & climate change - Thanks @Slate! http://bit.ly/cBZlku"	Y
Just posted Temperature and the Allocation of Time: Implications for Climate Change http://bit.ly/95CeOL #b2p	Y
Commentary: The Case For Climate Change Must Be Remade From The Ground Upwards|Intellpuke: This commentary was .. http://oohja.com/x6EUr	Y
Global warming an Olympic worry, says Rogge|VANCOUVER- Global warming is starting to worry the International .. http://oohja.com/x6EOK	Y
@metfan722 global warming has been highly overrated south of NYC this year which is EXTREMELY rare.	Y
Anatomy of the collapse of the great gobal warming scandal #global warming http://is.gd/7TByc	N
Spring begins almost two weeks earlier due to global warming, say scientists|ANIMALS and plants in the UK are .. http://oohja.com/x6Eu7	Y
No time to put climate science on ice|The science of climate change has been on the defensive in recent weeks, .. http://oohja.com/x6EdW	Y
NOAA to provide info on global warming|The Obama administration Monday proposed a new National Oceanic and .. http://oohja.com/x6Ec3	Y
Obama Creating New Climate Change Agency http://bit.ly/cBUyzB	Y
RT @DougBenson Dear Stupid People Who Think These Winter Storms Means There's No Such Thing As Global Warming, You're stupid. Love, Shut up	N
"Report: Exxon Still Orchestrating Campaign to ""Undermine Public Acceptance of Global Warming"" http://bit.ly/ceX6Hi via @treehugger"	Y
Climate change for scaredy-cat tea partyers should be framed as: more extreme weather events need passive survivability http://bit.ly/cCUrkq	Y
Revenue-neutral': The last hope for climate change legislation? http://url4.eu/1La5B	Y
Revenue-neutral': The last hope for climate change legislation? http://url4.eu/1La54	Y
Revenue-neutral': The last hope for climate change legislation? http://bit.ly/9PsIMG	Y
Revenue-neutral': The last hope for climate change legislation? http://bit.ly/9PsIMG	Y
;O  Is the US doing enough to stop global warming? presumption	Y
The DC storms *prove* global warming is just a liberal plot to raise taxes. Snow is not warm...duh. (proves it!)	N
There is No Man Made Climate Crisis (Global Warming is a Hoax)  environmentalists ;P	N
Strange how the more Obama tries to kick start Congress, the more it snows. Maybe bipartisanship IS the cure for global warming...	N
Water at core of climate change impacts http://uk.reuters.com/article/idUKTRE61615G20100207 ^AB	Y
nitwit-in-chief forms gov't global warming agency, announced today but few media able to report as follows blizzard.  http://stk.ly/ccGuOc	Y
The Chilling Effect | cooling heated rhetoric on global warming ...: Energy and Environment: Around the Interwebs.... http://bit.ly/c14ZE3	Y
#Green Peoples World Climate Change+Earth's Rights Conf.19Apr'10 http://su.pr/1HSMF8 SouthAm Response to Copenhagen  #America #brooklyn #NYC	Y
Get the Facts About Global Warming, So That You Can Make an ... news today	Y
The people put on TV to explain climate change should know how to explain it. #justsayin	N
U.S. Fish and Wildlife Service Says Pika Not Imperiled by Climate Change: The Obama administration has determined... http://nyti.ms/90PDbb	Y
U.S. Fish and Wildlife Service Says Pika Not Imperiled by Climate Change http://nyti.ms/c6fTQ6	Y
:O fishery managers New Federal Climate Change Agency Forming	Y
RT @EcoInteractive: Global Warming May Warrant New Approaches To Ecosystem Restoration http://bit.ly/WarmingApproaches	Y
I really think that conservatives DO get the global climate change thing. It's just that they'll never admit that they're wrong. Assholes.	Y
"@DavidCornDC That's why ""Global warming"" is another one of those phrases that should be eliminated. Purposely used to mislead now."	N
RT @HuffPostGreen: hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z	Y
RT @HuffPostGreen: hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z	Y
SEC Guidance on #climate change posted to CCCL Regulation Tracker http://bit.ly/aZKkdL	Y
RT @guardianeco: From @grist: Tea Party supporters far less informed about climate change than general public http://bit.ly/cMovqD	Y
Kim Cranston: Climate Change Plus West Coast = Climatopia? http://bit.ly/9Y4jaI	Y
hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z	Y
"There might be something to this ""global warming"" jazz people are talking about @allesegretti"	Y
peter m robinson YouTube - Thomas Sowell: Global Warming Manufactured by Intellectuals? ;)	N
Disclosing the real risks of climate change http://ff.im/-fBj8k	Y
RT @BreakingNews: Obama administration forms Climate Service, a new  agency to study and report on global warming -AP	Y
RT @BreakingNews: Obama administration forms Climate Service, a new agency to study and report on global warming || Waste more $$$ Obama.	N
@sugarfreeNJ Call Al Gore he will come help shovel u out from global warming	N
#Green SouthAm Response to Copenhagen:Peoples World Conf.Climate Change+Earth's Rights 19Apr'10 http://su.pr/1HSMF8 #America #brooklyn #NYC	Y
Any chance of some global warming?	N
I favorited a YouTube video -- Funny Politics - Global Disastrification (Global Warming Spoof) http://youtu.be/tUZRjHK8rQs?a	N
I love how the scientific community claims to know all by knowing nothing. Global warming and this autism vaccine garbage is more of this	N
What would all the beneficiaries of the global warming hype do if they find out that humans have little to do with the Earth's temp? #tcot	N
Scientist's Sexxxy Novel Proves 'Climate Change' Is for Sex Pervs [Books] http://bit.ly/9AODlg	N
RT @UN: UN defends conclusions of landmark climate change report: http://is.gd/7WkIo #UN #news	Y
"OSI ""leads the way"" in addressing poverty, open society, & climate change - Thanks @Slate! http://bit.ly/cBZlku"	Y
Protein might help fight global warming|DENTON, Texas, Feb. 8 (UPI) -- University of North Texas scientists say .. http://oohja.com/x6CYD	Y
Yachtsmen's marine paradise hit by global warming|The yachtsman's wildlife ocean paradise of the Galapagos .. http://oohja.com/x6CPN	Y
Arctic climate changing fast: Climate change is transforming the Arctic environment faster than expected and accel... http://bit.ly/ckRjPW	Y
George Perkins: Clean Energy Jobs Act vital to reduce global warming, create jobs, cut pollution|Dear Editor: I .. http://oohja.com/x6CG5	Y
http://bit.ly/10NrOO Climate Change Media Partnership 2009 ' Green energy strategy to ... http://bit.ly/9Yl9Az	Y
Economic and Social Consequences of Global Warming  health hazards ;O	Y
After blizzard, Mid-Atlantic states targeted for several more inches of global warming. http://usat.me?37459708 #tcot #teaparty #gop	Y
Climate Change is Forcing Arctic Changes Faster than Expected: To be more specific, it causing changes in the Arct... http://bit.ly/99EpGQ	Y
Bad Science Bad Politics http://bit.ly/ackZ8J The Death o Global Warming	N
Looks like Audi is co-signing this Global Warming conspiracy... http://myloc.me/3BsUP	N
"Audi's ""green police"" spot just scared the more paranoid, global-warming-isn't-real people of America."	Y
