,label,cleaned_text,tweet_length
11313,positive,ice cream up front solid,24
11314,positive,shout out to the pilots and fc attendanteliz of us super strong crosswinds during landing eliz did a super job throughout,121
11315,negative,now telling me i dont have the correct tag for my luggage my luggage apparently is not in la or charlotte this is not ok,120
11316,negative,your software is broken call customer support is not the fix like i said earlier yell at your developers,104
11317,negative,its not double booked i spoke with cs and weve got a plan to fix this its still an amateur mistake that should never happen,123
11318,neutral,is there nothing that can be done online to help i bought these as a birthday present just trying to be able to afford a change,127
11319,negative,hey guys due to some horrible customer service issues is there any way i can get a checked bag credit,101
11320,negative,delayed days for weather and on top i got yelled at for being late flight when i was not notified of the time change welldone,125
11321,negative,not a great experience for my first time flying us airways going forward ill probably be taking my business elsewhere,117
11322,negative,loosing a lot of business by using barclays i cant believe that you cant apply for a card if you live in iowa,109
11323,negative,i was re accommodated for my dsm flight tonight after a delay from myrtle beach now the flight to dsm is back on for tonight,124
11324,negative,so far ive gotten six different answers,39
11325,negative,oh certainly and now i have two pending transactions on my bank account really happy that i was charged double,110
11326,neutral,i got an email asking me to checkin tmrw for a flight i meant to book for can someone please help,97
11327,negative,whats going on ive been hearing a notfriendly please wait on repeat while im on hold being transferred to idk where,115
11328,negative,the captain turned off the seat belt sign so people can get up and walk around thats not good,93
11329,negative,im sorry as well its been hrs without my bag and i cant get a straight answers im on call for today,99
11330,negative,yall need to work on your online checkout system two bank transactions for one ticket is bush league yell at your devs,118
11331,negative,i wish we were on our way now theres a problem wdeicingthree hour delay so far sill not sure if well be taking off,114
11332,negative,if you could have ran your usexpresspsa worth a damn i wouldnt be stuck in horrible clt now,91
11333,negative,you run a piece of shit airline thanks for ruining aa,53
11334,negative,we appreciate the shoutout for roberto dm confirmation code so we can forward ur kind words confirmation code,109
11335,negative,finally back on board door was closed only to be reopened because we need fuel you think someone wd have thought of it earlier,126
11336,negative,secondary screenings a piece of the plane missing anything you want to tell us,78
11337,negative,sitting on tarmac in pit for min no announcement just sitting,61
11338,neutral,my tsa precheck isnt showing up on my boarding pass for my flight tomorrowhelp usairways tsaprecheck,100
11339,negative,i appreciate that you actually monitor twitter so please pass along my feedback ive tried calling about times in days,117
11340,negative,cant help but be frustrated after an hour call with u ends up with a disconnection and no answers especially as div pref member,127
11341,negative,i dont think ive ever had a us airways flight that went smoothly,64
11342,negative,please improve your phone system going through multiple prompts menus just to be told to call back late flightr major fail,122
11343,negative,once again your service leaves a lot to be desired flight here early but short staffing means we wait on tarmacthanks,117
11344,negative,the late flightr flight to charleston is leaving before the flight scheduled earlier thats so wrong,99
11345,negative,im delayed in cha will miss my connection in charlotte for lga not good,71
11346,negative,we did it added about seven hours to our day so far want to take odds on our bags being on the carousel in kc notcool,117
11347,negative,she missed her uncles funeral and you hope they can find another flight thats very considerate of you,101
11348,negative,my last flight was cancelled flightled and im very disappointed,63
11349,negative,just lost a faithful customer,29
11350,negative,i have times and no one has been able to help me out,52
11351,positive,marsha m at myrtle beach is the greatest she deserves all the respect and praise there is thankyouforeverything,111
11352,negative,seriously attendants go awol for mins now flight further delayed dont lite a match either,89
11353,negative,joined silver preferred because i heard customer service was so great pity i was misguided,90
11354,negative,it is just bad practice and i am disappointed that your airline was not preparedhonestly the last time i fly with you guys,122
11355,negative,well this is about as worthless as your regular service a bunch of do nothings and idiots sucks,95
11356,negative,these changes as well to late flightr find out that the flight i was scheduled for isnt ready,93
11357,negative,after cancelled flightlations and a delay causing me to miss connecting flight another night not being home thanks pathetic,123
11358,negative,thats understandable my issue is with creating a new flight without the personnel to do iti changed my plans to accommodate,123
11359,negative,thanks now i just need to locate where my luggage is,52
11360,positive,we havent departed yet so lets not get too high hopes but everything has been on schedule so far,96
11361,negative,thanks for showing interest to greenville sc,44
11362,negative,your app sucks balls compared to,32
11363,negative,usairways so my flight was late flight getting into charlotte so i miss my connector to phoenix thanks again last time i ever fly usair,135
11364,neutral,thanks suggestion stop the promo messages after a bit and just run music a msg that says call volume is high vrm,112
11365,negative,admirals club at clt has rude and ignorant front desk staff you have fallen so farthanks doug parker,100
11366,negative,to clt from jfk nasty planes dirty seats floors rude flight attendants hopefully aa can get you cleaned up disgusting vile,122
11367,negative,i paid for my ticket on on the th and it still says pending is that normal i just want the money out of my account,114
11368,positive,ok thank you we were told ground delay due to snow,50
11369,negative,this made me have to cancelled flight my car reservation and it came out to more moneywhy did you reschedule a time without the crew,132
11370,negative,my flight was cancelled flightled yesterday and moved to today then while at my stop in dc my flight is delayed due to lack of crew us,134
11371,neutral,looking forward to some friends and family time in arizona,58
11372,negative,no they dont i think i already said that no one responds its an auto response wait is this an auto response,107
11373,positive,first class all the way headed to,33
11374,negative,started trying to reach a real person over an hour ago still no luck,68
11375,negative,us my wife in boston says no snow right now,43
11376,negative,i tried to call your customer service line only to be kept in a que for over mins please hold we dont care,106
11377,negative,you see now that is a lie they auto respond with insulting email sucks,70
11378,positive,your pple did a great job w the madness however some of your systems need help i appreciate the hard work the push to b better,126
11379,positive,thanks for giving away my seat another fine job,47
11380,negative,how can i be stuck on a plane due to snow in boston when its not actually snowing in boston usair flight us,107
11381,negative,ive been waiting for desk for and on hold min and countingphoto of desk agent on phone not flattering,101
11382,positive,thanks,6
11383,negative,you have cancelled flighted our flights times over the past daysand the experience has been the worstnever again,112
11384,positive,thanks to betty working gate at ilm and lovely gate agents here in clt helping me get home phx tonight instead of tomorrow,122
11385,neutral,i have a flight in saturday from mci to clt and theres heavy snow predicted in mci when will u allow for changes,112
11386,negative,i realize the weather but day after day our flights keep getting cancelled flighted please prioritize ur passengers and help them,129
11387,negative,how does that help me when i get no response from there usairwayssucks,70
11388,negative,team is back home but luggage all wet and partly damaged not happy blizzard,75
11389,positive,surprisingly quick response time by you and them thanks,55
11390,negative,stop cancelled flighting flights over and over and not provide any real help to your customers strandedinnashville,114
11391,negative,strikes againlost bags and two of them theworst,47
11392,negative,had cancelled flight my trip to la bc weather was easy but us air is making me pay to use the credit never again,112
11393,negative,whats the point of a baggage claim ticket if they dont scan it for tracking,75
11394,negative,no access to dividend miles and for a week the automated phone keeps telling me to call back late flightr frustrated livepersonplease,133
11395,negative,you cant even track my bag to see where it is its like its disappeared,70
11396,negative,cant get ahold of anyone to speak to about missing miles its been over a month since travel ive submitted twice online,118
11397,negative,i been sitting on this plane for minutes and they are saying another minutes something about paper work this sucks,114
11398,negative,is there gonna be a better day to call ive called on separate occasions the past couple of weeks and never get to a person,122
11399,negative,i spent more on the room transportation then i did the whole flight,67
11400,negative,i ask for reimbursement maybe miles added to my account for my inconvenience and for the money that i had to spend,114
11401,negative,i asked for some reimbursement something like miles added to my account and was told to call customer service,109
11402,negative,only to come home a day late flight to find out you guys have lost my luggage,77
11403,negative,doubt it gate x is a cluster and every agent encounter i saw including one with me was outright rude just very put off,118
11404,negative,i have to spend more than the cost of the flight just to get a free room and transportation to and from the airport,115
11405,negative,the voucher you give us for a hotel is useless you call the number they say no rooms available what do you expect me to do,122
11406,negative,so mad i cant even believe you guys cancelled flight my connecting flight after i leave the first stop give me a useless hotel voucher,134
11407,negative,priorities should have been made considering a pending snow storm why delay a flight for an hour a half id like an answer,121
11408,negative,i experienced what defines customer service on flt a flight attendant willing to follow up with a passenger on bag charges,122
11409,negative,ive done everything still no luck in finding my bag i dont understand how my bag could have been misplaced very upsetting,121
11410,negative,that wasnt my q but thanks wondering why youre the only ones i disguised yours to not call you out,98
11411,negative,turns into with such difficulty to past loyal customer as a aa platinum flyer usair couldnt be more unhelpful why,113
11412,negative,yes but i will nvr fly w i missed my con flight bc of a coffeemaker on ft couldnt see my father be they put him in a coma,121
11413,negative,minutes to put my tsa number in mins and stop holding people hostage with requiring a dividends miles acct,106
11414,negative,so i would have to go though the entire process again just to get you people on the phone usairwayssucks,104
11415,negative,really so what does that mean usairwayssucks,44
11416,positive,thanks can you help remind the agents its ok ps heard rumors of a streaming wifi tvmovie service you might be installing,120
11417,negative,nope done was supposed to get home at pm and didnt get home until midnight neveragain,85
11418,negative,the only way to assist is to actually answer the phone,54
11419,negative,would it kill you to give me seconds of bad muzak instead of constant commercials while on hold,95
11420,negative,would it kill you to let me put my tsaprecheck number on my reservation,71
11421,negative,would it kill you to not let miles expire,41
11422,negative,would it kill you to let me know how many minutes i might be on hold,68
11423,negative,a totaled not happy not at all,30
11424,negative,i have sent letter after letter and get back nothing but form letters and half baked replys usairwaysssuck,106
11425,negative,the least comforting thing from your pilot after sitting on a stationary plane for hours is i dont really know what happened,124
11426,positive,thanks,6
11427,negative,my number is cant waitlol usairsucks,36
11428,negative,have him call me i cant wait to see if anything happens your service really sucksusairwayssucks,95
11429,positive,she also appreciated having her very own hashtag lucycat,56
11430,negative,we hate delays have you tried any of these although were not sure what a timbit is,82
11431,negative,big fail on not having curbside baggage in pittsburgh and you charge dollars a bag,82
11432,neutral,is it possible to earn dividend miles for a passenger that is not me even if i am purchasing the tickets,104
11433,negative,i hope so too thank you for your help she traveled halfway across the globe and just wants her suitcase,103
11434,negative,would you consider honoring the original fare price if i were to try flight booking problems the ticket again,109
11435,negative,booked an award ticket recently now same ticket is less miles how do i contact you without using the online form or phone,121
11436,positive,you are the best follow me please,33
11437,negative,would be more pleased if you reassess your business practices goal should be to have passengers on plane as little as possible,126
11438,negative,thats ok just know that ill most likely never book with you again,65
11439,negative,i followed you complaint procedure only to get a run around your service sucks usairwayssuck,92
11440,negative,i dont mind waiting i mind waiting on a plane when i shouldnt have had to the airport has more room and you know food,117
11441,negative,that is appreciated however the system tells you call back late flightr then ends the call no need to reply thanks,114
11442,negative,why would you board ppl on a plane b its their turn to deice why would you have ppl then wait through the hour long process,123
11443,negative,i tried that before using twitter also gave me no helpful information thank you anyway,86
11444,negative,i am sure you are sincere in your apology its disappointing from a customer perspective when you want loyal customers options,125
11445,negative,yeah i know thatbut now ill have to spend almost dollars more on my ticket since the price has gone up over the week,116
11446,negative,yeah either by refunding my money or free round trips to compensate for all the trouble we were put through,107
11447,negative,are you an incompetent airline every day or just days that end in y,67
11448,negative,there isnt a ticket numberthe transaction is still pending,58
11449,negative,do families no longer get early boarding with young kids american your new parent gives it to us,96
11450,negative,not patient originally and now,30
11451,negative,your agent did not say,22
11452,negative,no they could be at laguardia jfk or charlotte i have no idea where they are now tho,84
11453,negative,they said because there was no meal on my flight they would not what airline serves food anymore update in policy,113
11454,negative,it is the nd person when i called again to ask could not catch her name rejected the request,92
11455,negative,must be nice to take your customer service phone off the hook fendforyourself,77
11456,negative,that link is broken but if its the online baggage locator i already tried it and it gave me no useful information,113
11457,negative,spoke on the phone or times but no resolution im still waiting to get my money back but now prices are jacked up,112
11458,positive,thanks for reaching out to me my gold div no kj my flights were changed under confirmation dnxv,95
11459,negative,stranded in philly starving and cant get a meal voucher even though your plane had mechanical issue next flight in hrs,118
11460,negative,on hold for an hourconnected to the wrong department by your automated systemtransferred and now another min counting,117
11461,positive,yes and our flight attendant who is wonderful btw secured the tray table so its not flailing about,98
11462,negative,link doesnt work and ive tried tracking my bag several times still doesnt clarify where it is,93
11463,positive,thanks for seating me next to hot athletes this flight is significantly better now,82
11464,positive,thank you on our way to get her bag now thanks to having that number,68
11465,neutral,how do you give stand by seats to ticketed passengers who you know have a connecting flight,91
11466,negative,would you guys please send service agents to gate b in philly all the people missed there connections and theres only,117
11467,negative,spend hour on hold with,23
11468,negative,why would a flight arrive late flight or leave when of your passengers have a connection,88
11469,negative,last times i checked a bags they were severally damaged no one answers the baggage call line for status chairmanlove,116
11470,negative,this is crazy havent spoken to a human yet there has to be a better way,71
11471,neutral,can i get assistance on flight plane just landed from hpn and i have a connection to atl,88
11472,negative,you got me home hours after you were supposed to i was living in an airport you offered no monetary assistance,110
11473,negative,ive been trying for days and i dont get hung up on until after i get through all the prompts what am i to do,108
11474,negative,why not have an option for a call back im just sitting here burning through my minutes waiting for an error to be fixed,119
11475,negative,days and hours on hold the other day charge me double for flights and cant even fix it worst service ive ever had,113
11476,negative,ive been trying to call you for days and every time the system is overloaded and disconnects really a global company help,121
11477,negative,also we are in family crisis you charge full price for all these flights plus change flights even for emergencies,113
11478,negative,wheres my apology,17
11479,negative,thank you but it is sad that she couldnt talk a real person kept getting disconnected by an automated msg,105
11480,negative,flight today showing on time online not able to check in called told was cancelled flightled put on hold over an hr ago help,124
11481,negative,new tag line but we got you there alive,39
11482,negative,days in a row i call and still cant get anyone on the phone do you actually have any employees,94
11483,neutral,announced that people going to fl via charlotte would have to go to a different plane gate but it was a direct flight logic,123
11484,neutral,just realized my advantage number wasnt used for my flight how do i get my ff miles,83
11485,negative,does your company see passengers as customers or just,53
11486,negative,is there a way to have someone contact me when you have an agent available need help flight booking problems an award flight,124
11487,negative,flight is delayed hours no reason given sure love flying with your airline whatajoke,84
11488,negative,so we got her home now we just need her bag is there a direct desk number for savannah,86
11489,negative,i hope so last i spoke to the baggage team they werent sure what city my bag was in,83
11490,positive,thank you busy times,20
11491,negative,my flight was delayed and rerouted and not so much as a sorry for your inconvenience from the checkin agent notimpressed,120
11492,negative,min delay thanks to maintenance issues thanks for wasting a day,63
11493,negative,not one to complain much but really hour minutes and still nothing agents or agent,82
11494,positive,thanks,6
11495,negative,thanks for crappy hotel with no food and a taxi bill followed by being on standby for your cancelled flightlation usairways,123
11496,neutral,through can you confirm that i havent been charged,50
11497,negative,hey i booked a flight isabelle gramp boston to lax and it said that it charged my credit card but the transaction didnt go,122
11498,positive,you are amazing follow me back please,37
11499,negative,ive been on hold with your divident miles service desk for minutes and thats after being hung up on the first time,114
11500,negative,is useless airways day trying to get home on standby as a result of their cancelled flightlation usairways,106
11501,negative,this is how vacations get cancelled flightled been on hold for minutes still havent talked to anyone failure,108
11502,negative,for a response in days no thanks,32
11503,negative,will never travel with you again this is insanity storms are inevitable but making us hold to just add a lap child badservice,125
11504,negative,any word on flight getting out of dfw in the near future stuck on plane at gate for over an hour,96
11505,positive,thanks so much,14
11506,neutral,i recently moved and got a new license and when i booked my flight months ago i used my old license do i need to change that,124
11507,neutral,no this is a systemic problem mail comes from but usairways spf record disallows it dm me for more detail,105
11508,negative,little help to us my husband has been on hold for an hour for something that take minutes to complete,101
11509,neutral,i recently moved and got a new license and when i booked my flight a months ago i used my old license do i need to change that,126
11510,negative,we might need a plane to get somewhere but just remember that you arent the only choice makeovertimecustomerserviceplease,121
11511,negative,still cant get through and travel in days ridiculous donthavehighhopes,70
11512,negative,has an spf record error that is causing email from noreplycom to go to spam filters dns admin needs to fix,106
11513,positive,you are the best follow me please,33
11514,negative,so the seat next to me b on flight to seattle has a tray table that is falling off,82
11515,negative,nd time this occurred in weeks im not patient i have no choice antitrust issue,78
11516,negative,my vacation budget was blown bc of the lack of communication from usairways i will never use them again or refer anyone,119
11517,negative,credit to my bank account for the two days of work that ive missed because of these cancelled flightlations,107
11518,negative,i dont need to rebook i need to know the policy,47
11519,negative,no reflight booking problems necessary i cant afford to deal this kind of unprofessionalism again i would however like some type of credit,138
11520,neutral,what are the odds you can get me on a flight with delta so i can actually get to orlando today dayslate flight,110
11521,negative,were all standing here and no one is saying anything ill most likely be missing my flight to bwi again,102
11522,neutral,how long does it take to receive ticket from for itin booked via on us flights,78
11523,negative,that is the most useless tweet ive ever seen out of you,55
11524,negative,this is got to be the worst service ive ever seen with an airline cancelled flightled flights rude employees currently flight delayed,133
11525,negative,so youre going to make me wait that long on the phone line when you can help me thats part of the problem,105
11526,negative,now over hrs cant wait anymore hrs for nothing now what frustrated usairways,76
11527,negative,ive called for days and cant get thru is there some secret method i can use that doesnt result in you hanging up on me,118
11528,negative,what is policy on changing flight to different dates once your flight has been delayed,86
11529,neutral,i just checked in online for tomorrows flight thought i should get auto upgrade already got the email saying no seats,117
11530,neutral,last name pordes,16
11531,neutral,tell reservations to rebook me from to,38
11532,negative,why arent twitter and reservations connected what do people want reservations duh,81
11533,positive,still not in the air for deicing of plane ill miss connect but customer service was helpfulim hoping to catch the next flight,125
11534,neutral,trying to go nashville to london and just have no idea when would be a good time to fly out of nashville right now,114
11535,negative,usairways unacceptable holdtime really,38
11536,negative,what do i push to rebook with that number,41
11537,negative,tell the flight from clt to srq to wait,39
11538,negative,they lost my bag baggage handlers broke open my bag and stole my camera,71
11539,neutral,if there are empty first class seats on my flight at check in why wouldnt i be automatically upgraded,101
11540,negative,grades for this trip flight timeliness cancelled flightations customer service flight attendants,96
11541,negative,thanks means a lot after i was verbally cussed out charged extra for a bag then told i dont feel like dealing with it,117
11542,negative,stuck in cae need reflight booking problems for next flight possibly dm for more info,85
11543,negative,has the most useless rude employees ever at philadelphia airport never again will i fly with them,97
11544,positive,you all work hard at making sure things flow smoothly keeping positive,70
11545,positive,we are boarding now but have yet to depart thanks for the response,66
11546,positive,i totally understand the weather just frustrated thanks,55
11547,negative,tell them to get on that please,31
11548,negative,i really needed to be back home yesterday and at work at am today been on plane and sitting for an hour peeved,110
11549,negative,gate agents are now working with everyone to resolve connecting flight issues which is my concern,97
11550,negative,thats the flight i was placed on after original flight to charlotte was cancelled flightled now is on hr delay,110
11551,positive,thx to gate agt john pascucci for finding us a flight from clt to pvd after our original one was cancelled flightled,116
11552,negative,st a reaccommodation now a delayed flight for this one the gate agent still hasnt mumbled a word folks getting anxious,118
11553,positive,you are the best follow me please,33
11554,negative,please dont go to the check in process uses at mco its an absolute disaster,75
11555,negative,how about a phone to talk to a real person,42
11556,negative,over weeks since you took our money and left us stranded hours from home had to rent a car and you still have not helped us,123
11557,negative,i gave up,9
11558,negative,ive been on hold for one hour and four minutes for your reservations line how can you possibly do business this way,115
11559,negative,lack of communication with other offices the customer yall never update ur systems u guys are established this mess,115
11560,negative,u guys get too much and too many customers to be fucking up as badly as u do,76
11561,positive,provides you the best logistics experience for people all over india mumbai surat navimumbai,92
11562,negative,after last night in charlotte nc im seriously debating never flying you again minute on the tarmac connection leaves,116
11563,neutral,hi could you protect me on us just in case still on ground with no checked luggage but still a chance i can make original,121
11564,negative,great but that still does not help me,37
11565,negative,hope for no weather delays no help to reroute and your on your own for lodging non stop is the way to go,104
11566,negative,why didnt you reroute bos to jax via dca through clt instead forcing an overnight passengerslose,96
11567,negative,i appreciate the hard work still i gave up after hour,53
11568,negative,my luggage was delayed im looking for compensation since you know you charged me for it then forgot it,102
11569,negative,stranded in cold texas and getting sick because you overbooked the flight and gave my seat away gooutofbusiness,111
11570,negative,worst experience ever unable help over phone and told at last min cabin crew unavailable for flight never again usairways,121
11571,negative,thanks weather disruptions have caused some of our crew to run late flight were sorry for the delay to your flight,114
11572,negative,minute delay this is absurd feel free to provide credits,56
11573,negative,fuck you,8
11574,negative,not even on your dime and free tickets worsttraveldayever,57
11575,negative,disappointment making own arrangements for me my sleeping toddler with zero assistance from usair is maddening,110
11576,neutral,thank you,9
11577,negative,thanks we did see an agent unhelpful some got vouchers others did not for unexplained reasons,93
11578,negative,mins after the scheduled departure and still sitting in terminal communication would be lovely,94
11579,negative,this day has been a disaster rude employees no help now no hotel not flying with you again i fly alot dallasraisenow,116
11580,negative,traveling with year old would appreciate you holding up your end of good business and hosting us in our unanticipated layover,125
11581,negative,missed flight connection due to flight attendant delay yet no voucher on your part fail,87
11582,negative,of course never again tho thanks for tweetin ur concern but not doin anythin to fix what happened ill choose wiser next time,124
11583,negative,i absolutely knew you would try to blame weather to deny us vouchers in phoenix totally false was a crew issue,110
11584,negative,half an inch of snow in charlotte overwhelming,46
11585,neutral,on the phone now looks like global,34
11586,negative,already filed a report personally at the airport however they have no idea where it is even with a tracking number,114
11587,negative,already called no other options flight is being reimbursed never again you are unreliable for business travelers,112
11588,negative,your saving grace was our flight attendant dallas who was amazing wish he would transfer to delta where i would see him again,125
11589,negative,that link leads to a website that wont open on a cell phone good job shocking that your airline is folding,106
11590,negative,my flight us got cancelled flightled on due to lack of flight crewi was told that id be reimbursed for hotel who do i contact,125
11591,negative,no need for apologies just an unfortunate situation there is no up date ive landed but was suppose to land at,109
11592,negative,minutes means no public transit home and an expensive cab promises doesnt make up for it,88
11593,negative,my sister was supposed to leave at am to go back to al shes only getting to nc now are you kidding me neverflyusairways,119
11594,negative,she just did but really how drunk does someone have to be before you stop serving them,86
11595,positive,you are the best airways follow me please,41
11596,negative,hr flight delay and a delay when we land is that even real life get me off this plane i wanna go home heel clicks,113
11597,negative,flt is on the ground but you dont have a gate for us at dca why is this happening,81
11598,positive,shout out to the redheaded gate agent for flt from dca to chs at tonight didnt get her name but she was great,109
11599,negative,im sick of living in an airport getittogether,45
11600,negative,now the jfk baggage office has actually run out of paper hotel vouchers thislinehasntmovedforanhour,99
11601,positive,dude named shaquille at the desk in charlotte was incredibly professional and helpful vs some crazy angry people tonight,120
11602,negative,really u gave scotch on the rocks to an out of control drunk and would not let my sister change seats when he was grouping her,126
11603,positive,awesome usair tysvm,19
11604,positive,thank you,9
11605,positive,that would be lovely you have great people working in your organization,71
11606,negative,only the jfk baggage office is open to help rebook all of us on cancelled flightled flight to dca shameful,106
11607,negative,hey let flight get to the gate hours late flight and no fate with dozens of kids on board,89
11608,neutral,me too me too,13
11609,negative,a flight update doesnt help when we are waiting min at our arrival waiting for a plane to leave our gate who can i write,120
11610,positive,tyvm usair happy night,22
11611,positive,thanks its hectic for everyone but their actions dont represent the company well imo,84
11612,negative,mr husain u shld protest as well when one of ur party member rehman malik delayed a pia flight for hours,104
11613,negative,not good been on hold for hour xday since sun to book way flt dividend miles agents send me to on hold hell furious,115
11614,negative,im sure you dont but question still remains why we only found out at that crew wont come before for flt tks,107
11615,negative,not too impressed with your airlines but i would feel a lot better flying with if you upgraded me up to first class tomorrow,124
11616,positive,glad to be home and that your great people got me home safely sad for others who didnt get back bc of scheduling problems,121
11617,negative,how about an update hrs delayed this obviously isnt up date havent boarded,74
11618,negative,what will be is a what may bewhat issucks fail,46
11619,negative,your whole handling of this was a jokeboston logan had one little old ladyone handling all the customers,104
11620,positive,will do i appreciate the response,33
11621,neutral,how long are billing cycles,27
11622,negative,on hold for all because they wont let me use a companion voucher online,71
11623,negative,and no one has been at all helpful i will never fly this airline again neveragain spreadtheword,95
11624,negative,no they wont because after hours of holding i had to give up because i couldnt borrow the phone any longer hours,112
11625,negative,ive been sitting in the charlotte airport for hours waited for crew and now maintenance neveragain,98
11626,negative,delayed my flight times before cancelled flighting it had angry and rude workers and are now providing no helpful service at all,128
11627,negative,my daughter is stranded in charlotte because us airways cancelled flightled her flight tonight completely dissatisfied with,123
11628,positive,thanks to kevin and team at fish at phl for some great service recovery tonight appreciate it,93
11629,negative,commitment to excellence is b praised can get you to the wrong city days late flight or the right one days late flight customerservice,134
11630,negative,car services to and from the hotel food hotel cost bc of cancelled flightlations fall on the customer with last minute notifications,132
11631,negative,im amazed at the lack of communication with the passengers,58
11632,negative,when i told csr i would close acct he couldnt care less,55
11633,negative,beware barklays bank has terrible cust service will not assist only know to go by badly written bookin english,110
11634,negative,they call weather an act of god and refuse to help i have my wife and kids and they have no sympathy,100
11635,negative,bad weather shouldnt mean bad service,37
11636,negative,stuck in charlotte being treated like a nobody by staff,55
11637,negative,flights keep getting delayed and cancelled flighted with no information worst customer service ever,99
11638,negative,what does your reservation is out of sync mean on hold w customer service min and want an idea what is up,105
11639,negative,sits on a throne of lies,24
11640,negative,wheres my bag you called at noon promising it today would like an update like your website promises i need that bag,115
11641,negative,flt tampa to clt is very late flight gonna miss conn to bos what can you do,75
11642,negative,im on the flight finally in the air not enough food to feed customers no movie or entertainment on a hr flight,110
11643,neutral,i just hope that pilot had a good day off,41
11644,positive,thanks for your help i left a message for dca lost and found fingers crossed we find it,87
11645,negative,is the worst airline ive ever flown on you guys have treated me like garbage today,82
11646,negative,only water on flight to dca this is the first time ive ever seen this happen executiveplatinummeansnothing iwantcoffee,118
11647,neutral,eh it happens i think ill survive thanks,40
11648,negative,i have a voucher from a past trip that was delayed i thought i had to talk to someone on the phone to use it is that not true,125
11649,negative,i did but it wont help cant believe you wouldnt take full fare for first class and gave away to platinum member profits,119
11650,negative,hours on hold to customer service without anyone answering is more than ridiculous,82
11651,neutral,im in the cust svc line your charlotte nc agents better be in their a game,74
11652,neutral,and if the flight is full,25
11653,negative,been delayed three times now finally boarded been waiting minutes now being told the plan has to be completely powered down,123
11654,negative,hours hours four hours its like this is a joke to you,53
11655,negative,thanks to my trip is all screwed up ive had to move meetings and a dinner and im still not out of nyc yet,105
11656,negative,i dont need to check status of my flight because i was on the plane and you had a door malfunction get it together,114
11657,negative,freaking out about the fact you are fixing the engine from charlotte to orlando longday,87
11658,negative,i was told there is no record of my refund can someone please help me this has been a long day,94
11659,negative,i tried speaking to multiple people at your reservations desk after min on hold waivethefee poorcustomerservice neptune,119
11660,negative,being put back on hold for what has now been an hour is completely unacceptable,79
11661,negative,stop reposting same autoresponse that was return flight home imateacher couldnt get to rsw neptunewaivethefee notmyfault,120
11662,negative,contd they put her on pm flite tonite i think shes on now worst customer service ever u need to fix it,102
11663,positive,thank you glad to be heading home great people at your call center,66
11664,positive,thx replying after trying get thru many times vmail or people hanging up on us we talked techcontd,98
11665,negative,my flight booking problems cld just times out when i select it under manage my flight booking problems for months now i have emailed but no response help,153
11666,positive,ha youre fun,12
11667,negative,ur service is so shitty pilot never showed up so we waited hours because another pilot was supposed to come but didnt cancelled flighted,136
11668,neutral,how long is that flight,23
11669,positive,flying high thanks,18
11670,negative,ticket couldnt be used bc unable to get to departing dest rsw bc of blizzard in bos told only way to use credit is fine,119
11671,negative,if i cant get through to reservations how can they take a look hour hold times are not reasonable in any industry,113
11672,negative,hours on hold oh wait for less than minutes a useless csr talked to me and put me back on hold for the last minutes,115
11673,positive,thanks it would be better from the gate agent at c in charlotte boarding flight,79
11674,negative,flt clt to day supposed to depart the still no crew schedulecontact the pilot,77
11675,negative,so i ask for ice and the attendant snaps i dont have ice on this cart not min late flightr cups of ice to the people rows ahead,127
11676,positive,thanks,6
11677,negative,ive been waiting for the callback for eight hours how much longer,65
11678,negative,and a half hours on hold hope it feels good to be a steaming pile of shit paid far too much for you,99
11679,negative,redeemed themselves flight out at had to call and negotiate but thank the lord im heading home,94
11680,negative,total bs i offered to pay for a full first class airfare told sold out seats and they gave the seats to others crap,115
11681,negative,i been on hold with u for mins wasting my time and i dont appreciate it wheresthecustomerserviceat,98
11682,negative,it was us the gate was open after about mins waiting what a great way to finish an hour delayed arrival,103
11683,negative,strikes again i strongly suggest you live tweet your ordeal their media team appreciates the updates,100
11684,negative,flight first a hour wait for a deadhead crew then deadhead crew takes overhead bin space paying customers annoyed,113
11685,positive,with the weather mess in the south i missed my connection in clt impressed though with the cust serv phone reps today,117
11686,negative,and really its a middle initial versus middle name all else the same not spending my time on your computer issues,113
11687,negative,very disappointed i wasnt allowed to change seats after checking in early online for a flight tomorrow morning,110
11688,negative,theyre all reservations numbers and none are in hungary and my phone not working here you make it too difficult,111
11689,negative,weeks to refund this ticket totally unacceptable fix this or ill put it on blast on social media and tv,103
11690,negative,yes i can pay out of pocket that us not helping me for loosing my first class ticket to coach i want resolution or a comp,121
11691,positive,frustrating daysno flights home changed airlines thank you phl usairway employees for help getting me back to iah,113
11692,neutral,theres only one flt phlcrw per day,34
11693,negative,your staff members are looking at me like i have two heads check your own websites,82
11694,neutral,i will be traveling from lax to clt to hts i have been rebooked for tomorrow due to the travel advisory,103
11695,negative,this flight was for my brother he has been rebooked and i was able to give my info over the phone to get him a pass to the club,127
11696,positive,flight thanks,13
11697,negative,flight delayed for hours for a deadhead crew lets make paying customers wait that is great service usairways,108
11698,negative,if ur going charge for wifi make sure it works brutal dialup b a by the time things load theend goodday,103
11699,negative,is anyone working today anyone want to pick up a phone,54
11700,negative,ive been on hold for over minutes theres a lack of quality service here nobody cares that i hate your shitty airline,116
11701,negative,stranded phoenix w broken foot both my flights fd sunday for sickcrew cancelled flighted my mechanics flight today,114
